Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,outp_claim_count,outp_total_reimb,outp_mean_reimb,outp_unique_bene,total_claim_count,total_reimb,total_unique_bene,claims_per_bene,inp_to_outp_ratio
PRV52281,No,28.0,272000.0,9714.285714285714,28.0,,,,,28.0,272000.0,28.0,0.9655172413793104,28.0
PRV52282,No,2.0,22000.0,11000.0,2.0,,,,,2.0,22000.0,2.0,0.6666666666666666,2.0
PRV52283,Yes,34.0,322000.0,9470.588235294117,29.0,,,,,34.0,322000.0,29.0,1.1333333333333333,34.0
PRV52284,No,,,,,2.0,100.0,50.0,2.0,2.0,100.0,2.0,0.6666666666666666,0.0
PRV52285,No,12.0,98000.0,8166.666666666667,12.0,,,,,12.0,98000.0,12.0,0.9230769230769231,12.0
PRV52286,No,4.0,85000.0,21250.0,4.0,,,,,4.0,85000.0,4.0,0.8,4.0
PRV52288,No,,,,,2.0,1100.0,550.0,1.0,2.0,1100.0,1.0,1.0,0.0
PRV52289,No,3.0,15000.0,5000.0,3.0,,,,,3.0,15000.0,3.0,0.75,3.0
PRV52290,No,7.0,49000.0,7000.0,7.0,,,,,7.0,49000.0,7.0,0.875,7.0
PRV52291,No,9.0,77000.0,8555.555555555555,9.0,,,,,9.0,77000.0,9.0,0.9,9.0
PRV52292,Yes,18.0,261000.0,14500.0,18.0,,,,,18.0,261000.0,18.0,0.9473684210526315,18.0
PRV52293,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52294,No,5.0,37000.0,7400.0,5.0,,,,,5.0,37000.0,5.0,0.8333333333333334,5.0
PRV52295,No,4.0,14000.0,3500.0,4.0,,,,,4.0,14000.0,4.0,0.8,4.0
PRV52296,No,1.0,2000.0,2000.0,1.0,,,,,1.0,2000.0,1.0,0.5,1.0
PRV52298,No,6.0,42000.0,7000.0,5.0,18.0,5780.0,321.1111111111111,10.0,24.0,47780.0,15.0,1.5,0.3157894736842105
PRV52299,No,,,,,20.0,2890.0,144.5,13.0,20.0,2890.0,13.0,1.4285714285714286,0.0
PRV52300,No,1.0,31000.0,31000.0,1.0,,,,,1.0,31000.0,1.0,0.5,1.0
PRV52302,No,9.0,112000.0,12444.444444444445,6.0,3.0,100.0,33.333333333333336,1.0,12.0,112100.0,7.0,1.5,2.25
PRV52303,No,15.0,168000.0,11200.0,15.0,36.0,8840.0,245.55555555555554,25.0,51.0,176840.0,40.0,1.2439024390243902,0.40540540540540543
PRV52304,No,,,,,11.0,1750.0,159.0909090909091,5.0,11.0,1750.0,5.0,1.8333333333333333,0.0
PRV52306,No,,,,,1.0,2400.0,2400.0,1.0,1.0,2400.0,1.0,0.5,0.0
PRV52307,Yes,36.0,502000.0,13944.444444444445,35.0,2.0,100.0,50.0,2.0,38.0,502100.0,37.0,1.0,12.0
PRV52308,Yes,24.0,236000.0,9833.333333333334,21.0,3.0,450.0,150.0,2.0,27.0,236450.0,23.0,1.125,6.0
PRV52309,No,,,,,6.0,1130.0,188.33333333333334,5.0,6.0,1130.0,5.0,1.0,0.0
PRV52310,No,,,,,48.0,16340.0,340.4166666666667,17.0,48.0,16340.0,17.0,2.6666666666666665,0.0
PRV52311,No,,,,,3.0,1050.0,350.0,3.0,3.0,1050.0,3.0,0.75,0.0
PRV52312,No,,,,,15.0,3000.0,200.0,7.0,15.0,3000.0,7.0,1.875,0.0
PRV52313,No,,,,,48.0,18010.0,375.2083333333333,19.0,48.0,18010.0,19.0,2.4,0.0
PRV52314,No,26.0,294000.0,11307.692307692309,23.0,12.0,1430.0,119.16666666666667,11.0,38.0,295430.0,34.0,1.0857142857142856,2.0
PRV52315,No,4.0,36000.0,9000.0,4.0,2.0,140.0,70.0,2.0,6.0,36140.0,6.0,0.8571428571428571,1.3333333333333333
PRV52317,No,1.0,12000.0,12000.0,1.0,2.0,1970.0,985.0,2.0,3.0,13970.0,3.0,0.75,0.3333333333333333
PRV52318,No,,,,,4.0,800.0,200.0,4.0,4.0,800.0,4.0,0.8,0.0
PRV52319,No,,,,,3.0,440.0,146.66666666666666,3.0,3.0,440.0,3.0,0.75,0.0
PRV52320,Yes,41.0,501000.0,12219.512195121952,37.0,13.0,5080.0,390.7692307692308,12.0,54.0,506080.0,49.0,1.08,2.9285714285714284
PRV52321,Yes,20.0,215000.0,10750.0,17.0,6.0,640.0,106.66666666666667,5.0,26.0,215640.0,22.0,1.1304347826086956,2.857142857142857
PRV52323,No,,,,,6.0,1070.0,178.33333333333334,6.0,6.0,1070.0,6.0,0.8571428571428571,0.0
PRV52325,Yes,19.0,184000.0,9684.21052631579,16.0,7.0,3770.0,538.5714285714286,4.0,26.0,187770.0,20.0,1.2380952380952381,2.375
PRV52326,No,6.0,53000.0,8833.333333333334,5.0,1.0,300.0,300.0,1.0,7.0,53300.0,6.0,1.0,3.0
PRV52328,No,,,,,2.0,50.0,25.0,2.0,2.0,50.0,2.0,0.6666666666666666,0.0
PRV52331,No,4.0,19000.0,4750.0,4.0,2.0,560.0,280.0,1.0,6.0,19560.0,5.0,1.0,1.3333333333333333
PRV52332,No,,,,,5.0,170.0,34.0,4.0,5.0,170.0,4.0,1.0,0.0
PRV52334,No,4.0,34000.0,8500.0,4.0,2.0,3400.0,1700.0,2.0,6.0,37400.0,6.0,0.8571428571428571,1.3333333333333333
PRV52335,No,2.0,26000.0,13000.0,2.0,19.0,3640.0,191.57894736842104,6.0,21.0,29640.0,8.0,2.3333333333333335,0.1
PRV52336,No,,,,,8.0,1700.0,212.5,7.0,8.0,1700.0,7.0,1.0,0.0
PRV52337,Yes,,,,,46.0,18510.0,402.39130434782606,14.0,46.0,18510.0,14.0,3.066666666666667,0.0
PRV52340,Yes,133.0,1163000.0,8744.36090225564,108.0,99.0,19190.0,193.83838383838383,44.0,232.0,1182190.0,152.0,1.5163398692810457,1.33
PRV52341,No,,,,,7.0,1260.0,180.0,7.0,7.0,1260.0,7.0,0.875,0.0
PRV52342,No,28.0,331000.0,11821.42857142857,25.0,11.0,6260.0,569.0909090909091,8.0,39.0,337260.0,33.0,1.1470588235294117,2.3333333333333335
PRV52343,Yes,23.0,220200.0,9573.91304347826,21.0,14.0,4180.0,298.57142857142856,9.0,37.0,224380.0,30.0,1.1935483870967742,1.5333333333333334
PRV52344,No,13.0,158000.0,12153.846153846154,10.0,10.0,2810.0,281.0,3.0,23.0,160810.0,13.0,1.6428571428571428,1.1818181818181819
PRV52346,No,9.0,95000.0,10555.555555555555,9.0,3.0,130.0,43.333333333333336,3.0,12.0,95130.0,12.0,0.9230769230769231,2.25
PRV52347,Yes,27.0,355000.0,13148.148148148148,25.0,19.0,4390.0,231.05263157894737,17.0,46.0,359390.0,42.0,1.069767441860465,1.35
PRV52348,No,7.0,59000.0,8428.57142857143,6.0,,,,,7.0,59000.0,6.0,1.0,7.0
PRV52349,No,,,,,6.0,680.0,113.33333333333333,6.0,6.0,680.0,6.0,0.8571428571428571,0.0
PRV52350,No,7.0,30000.0,4285.714285714285,7.0,1.0,0.0,0.0,1.0,8.0,30000.0,8.0,0.8888888888888888,3.5
PRV52351,No,,,,,31.0,4860.0,156.7741935483871,26.0,31.0,4860.0,26.0,1.1481481481481481,0.0
PRV52352,No,,,,,2.0,1400.0,700.0,2.0,2.0,1400.0,2.0,0.6666666666666666,0.0
PRV52353,No,4.0,30000.0,7500.0,3.0,1.0,0.0,0.0,1.0,5.0,30000.0,4.0,1.0,2.0
PRV52354,No,,,,,8.0,2750.0,343.75,3.0,8.0,2750.0,3.0,2.0,0.0
PRV52355,No,,,,,9.0,1300.0,144.44444444444446,2.0,9.0,1300.0,2.0,3.0,0.0
PRV52356,No,,,,,2.0,160.0,80.0,2.0,2.0,160.0,2.0,0.6666666666666666,0.0
PRV52357,No,5.0,37000.0,7400.0,5.0,9.0,4010.0,445.55555555555554,7.0,14.0,41010.0,12.0,1.0769230769230769,0.5
PRV52358,No,,,,,2.0,900.0,450.0,2.0,2.0,900.0,2.0,0.6666666666666666,0.0
PRV52359,No,29.0,292000.0,10068.965517241379,27.0,,,,,29.0,292000.0,27.0,1.0357142857142858,29.0
PRV52361,No,,,,,17.0,9930.0,584.1176470588235,17.0,17.0,9930.0,17.0,0.9444444444444444,0.0
PRV52362,No,3.0,46300.0,15433.333333333334,3.0,10.0,2710.0,271.0,10.0,13.0,49010.0,13.0,0.9285714285714286,0.2727272727272727
PRV52365,No,,,,,44.0,14330.0,325.6818181818182,22.0,44.0,14330.0,22.0,1.9130434782608696,0.0
PRV52366,No,16.0,146300.0,9143.75,16.0,5.0,400.0,80.0,3.0,21.0,146700.0,19.0,1.05,2.6666666666666665
PRV52367,No,2.0,25000.0,12500.0,2.0,19.0,3870.0,203.68421052631578,12.0,21.0,28870.0,14.0,1.4,0.1
PRV52369,No,,,,,43.0,17380.0,404.1860465116279,24.0,43.0,17380.0,24.0,1.72,0.0
PRV52371,No,,,,,2.0,210.0,105.0,2.0,2.0,210.0,2.0,0.6666666666666666,0.0
PRV52372,No,18.0,184000.0,10222.222222222223,15.0,4.0,820.0,205.0,3.0,22.0,184820.0,18.0,1.1578947368421053,3.6
PRV52373,No,1.0,6000.0,6000.0,1.0,3.0,320.0,106.66666666666667,3.0,4.0,6320.0,4.0,0.8,0.25
PRV52374,No,,,,,22.0,10390.0,472.27272727272725,4.0,22.0,10390.0,4.0,4.4,0.0
PRV52377,No,,,,,4.0,380.0,95.0,4.0,4.0,380.0,4.0,0.8,0.0
PRV52378,No,3.0,11000.0,3666.6666666666665,3.0,2.0,510.0,255.0,2.0,5.0,11510.0,5.0,0.8333333333333334,1.0
PRV52380,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV52381,No,,,,,8.0,7680.0,960.0,4.0,8.0,7680.0,4.0,1.6,0.0
PRV52383,Yes,,,,,5.0,460.0,92.0,3.0,5.0,460.0,3.0,1.25,0.0
PRV52384,No,,,,,2.0,70.0,35.0,2.0,2.0,70.0,2.0,0.6666666666666666,0.0
PRV52385,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52386,No,,,,,8.0,1160.0,145.0,8.0,8.0,1160.0,8.0,0.8888888888888888,0.0
PRV52387,No,10.0,77000.0,7700.0,8.0,,,,,10.0,77000.0,8.0,1.1111111111111112,10.0
PRV52389,No,,,,,9.0,880.0,97.77777777777777,9.0,9.0,880.0,9.0,0.9,0.0
PRV52390,No,,,,,2.0,130.0,65.0,2.0,2.0,130.0,2.0,0.6666666666666666,0.0
PRV52391,No,,,,,2.0,1920.0,960.0,2.0,2.0,1920.0,2.0,0.6666666666666666,0.0
PRV52392,No,4.0,46000.0,11500.0,3.0,9.0,3410.0,378.8888888888889,5.0,13.0,49410.0,8.0,1.4444444444444444,0.4
PRV52393,No,9.0,139000.0,15444.444444444445,7.0,8.0,5740.0,717.5,6.0,17.0,144740.0,13.0,1.2142857142857142,1.0
PRV52394,No,2.0,12000.0,6000.0,2.0,9.0,1690.0,187.77777777777777,6.0,11.0,13690.0,8.0,1.2222222222222223,0.2
PRV52395,No,,,,,54.0,11140.0,206.2962962962963,32.0,54.0,11140.0,32.0,1.6363636363636365,0.0
PRV52396,Yes,10.0,86000.0,8600.0,10.0,1.0,600.0,600.0,1.0,11.0,86600.0,11.0,0.9166666666666666,5.0
PRV52397,No,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
PRV52398,No,6.0,46000.0,7666.666666666667,6.0,4.0,780.0,195.0,4.0,10.0,46780.0,10.0,0.9090909090909091,1.2
PRV52399,No,,,,,39.0,7830.0,200.76923076923077,21.0,39.0,7830.0,21.0,1.7727272727272727,0.0
PRV52400,No,,,,,11.0,9450.0,859.0909090909091,8.0,11.0,9450.0,8.0,1.2222222222222223,0.0
PRV52401,No,2.0,46000.0,23000.0,2.0,24.0,7000.0,291.6666666666667,9.0,26.0,53000.0,11.0,2.1666666666666665,0.08
PRV52402,No,33.0,318000.0,9636.363636363636,32.0,9.0,1020.0,113.33333333333333,8.0,42.0,319020.0,40.0,1.024390243902439,3.3
PRV52403,No,2.0,13000.0,6500.0,2.0,12.0,4130.0,344.1666666666667,5.0,14.0,17130.0,7.0,1.75,0.15384615384615385
PRV52404,No,4.0,32000.0,8000.0,3.0,,,,,4.0,32000.0,3.0,1.0,4.0
PRV52405,No,16.0,122000.0,7625.0,16.0,2.0,170.0,85.0,2.0,18.0,122170.0,18.0,0.9473684210526315,5.333333333333333
PRV52406,No,,,,,2.0,3300.0,1650.0,2.0,2.0,3300.0,2.0,0.6666666666666666,0.0
PRV52407,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52408,No,,,,,1.0,70.0,70.0,1.0,1.0,70.0,1.0,0.5,0.0
PRV52409,No,,,,,3.0,110.0,36.666666666666664,2.0,3.0,110.0,2.0,1.0,0.0
PRV52410,No,,,,,6.0,5030.0,838.3333333333334,3.0,6.0,5030.0,3.0,1.5,0.0
PRV52411,No,,,,,13.0,7980.0,613.8461538461538,8.0,13.0,7980.0,8.0,1.4444444444444444,0.0
PRV52412,No,,,,,5.0,3620.0,724.0,5.0,5.0,3620.0,5.0,0.8333333333333334,0.0
PRV52414,No,,,,,1.0,3300.0,3300.0,1.0,1.0,3300.0,1.0,0.5,0.0
PRV52415,No,,,,,6.0,700.0,116.66666666666667,2.0,6.0,700.0,2.0,2.0,0.0
PRV52416,No,,,,,4.0,110.0,27.5,3.0,4.0,110.0,3.0,1.0,0.0
PRV52417,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52418,No,,,,,6.0,1880.0,313.3333333333333,5.0,6.0,1880.0,5.0,1.0,0.0
PRV52419,No,5.0,68000.0,13600.0,3.0,9.0,2910.0,323.3333333333333,3.0,14.0,70910.0,6.0,2.0,0.5
PRV52420,Yes,,,,,4.0,190.0,47.5,4.0,4.0,190.0,4.0,0.8,0.0
PRV52421,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52422,No,,,,,3.0,450.0,150.0,3.0,3.0,450.0,3.0,0.75,0.0
PRV52423,No,,,,,7.0,1390.0,198.57142857142858,1.0,7.0,1390.0,1.0,3.5,0.0
PRV52425,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52427,No,1.0,6000.0,6000.0,1.0,1.0,40.0,40.0,1.0,2.0,6040.0,2.0,0.6666666666666666,0.5
PRV52431,No,,,,,3.0,1380.0,460.0,3.0,3.0,1380.0,3.0,0.75,0.0
PRV52432,No,,,,,1.0,1000.0,1000.0,1.0,1.0,1000.0,1.0,0.5,0.0
PRV52433,No,,,,,9.0,2230.0,247.77777777777777,6.0,9.0,2230.0,6.0,1.2857142857142858,0.0
PRV52434,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52435,No,,,,,5.0,500.0,100.0,1.0,5.0,500.0,1.0,2.5,0.0
PRV52436,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52437,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV52439,No,,,,,10.0,1460.0,146.0,5.0,10.0,1460.0,5.0,1.6666666666666667,0.0
PRV52440,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52441,No,,,,,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0
PRV52443,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52445,Yes,4.0,59000.0,14750.0,4.0,,,,,4.0,59000.0,4.0,0.8,4.0
PRV52446,No,6.0,107000.0,17833.333333333332,6.0,,,,,6.0,107000.0,6.0,0.8571428571428571,6.0
PRV52448,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52449,No,4.0,60000.0,15000.0,4.0,,,,,4.0,60000.0,4.0,0.8,4.0
PRV52450,No,,,,,24.0,5350.0,222.91666666666666,16.0,24.0,5350.0,16.0,1.411764705882353,0.0
PRV52451,No,,,,,2.0,1160.0,580.0,1.0,2.0,1160.0,1.0,1.0,0.0
PRV52452,No,1.0,12000.0,12000.0,1.0,15.0,970.0,64.66666666666667,7.0,16.0,12970.0,8.0,1.7777777777777777,0.0625
PRV52453,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52454,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52455,No,,,,,13.0,6470.0,497.6923076923077,4.0,13.0,6470.0,4.0,2.6,0.0
PRV52456,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52457,No,7.0,81000.0,11571.42857142857,7.0,,,,,7.0,81000.0,7.0,0.875,7.0
PRV52458,No,1.0,27000.0,27000.0,1.0,,,,,1.0,27000.0,1.0,0.5,1.0
PRV52459,No,31.0,291800.0,9412.90322580645,31.0,,,,,31.0,291800.0,31.0,0.96875,31.0
PRV52460,No,6.0,53000.0,8833.333333333334,5.0,,,,,6.0,53000.0,5.0,1.0,6.0
PRV52461,No,5.0,33000.0,6600.0,5.0,,,,,5.0,33000.0,5.0,0.8333333333333334,5.0
PRV52462,No,2.0,16000.0,8000.0,2.0,,,,,2.0,16000.0,2.0,0.6666666666666666,2.0
PRV52463,No,1.0,5000.0,5000.0,1.0,,,,,1.0,5000.0,1.0,0.5,1.0
PRV52464,No,1.0,4000.0,4000.0,1.0,,,,,1.0,4000.0,1.0,0.5,1.0
PRV52466,No,6.0,58000.0,9666.666666666666,6.0,,,,,6.0,58000.0,6.0,0.8571428571428571,6.0
PRV52467,Yes,7.0,165000.0,23571.428571428572,6.0,14.0,1740.0,124.28571428571429,12.0,21.0,166740.0,18.0,1.105263157894737,0.4666666666666667
PRV52468,No,3.0,29000.0,9666.666666666666,3.0,1.0,400.0,400.0,1.0,4.0,29400.0,4.0,0.8,1.5
PRV52469,No,3.0,26000.0,8666.666666666666,3.0,10.0,3410.0,341.0,9.0,13.0,29410.0,12.0,1.0,0.2727272727272727
PRV52470,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52471,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52472,No,10.0,161000.0,16100.0,9.0,5.0,1140.0,228.0,5.0,15.0,162140.0,14.0,1.0,1.6666666666666667
PRV52473,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52474,No,15.0,177000.0,11800.0,13.0,1.0,1800.0,1800.0,1.0,16.0,178800.0,14.0,1.0666666666666667,7.5
PRV52476,No,4.0,69000.0,17250.0,4.0,1.0,200.0,200.0,1.0,5.0,69200.0,5.0,0.8333333333333334,2.0
PRV52478,No,4.0,16000.0,4000.0,4.0,4.0,3270.0,817.5,4.0,8.0,19270.0,8.0,0.8888888888888888,0.8
PRV52480,No,3.0,22000.0,7333.333333333333,3.0,,,,,3.0,22000.0,3.0,0.75,3.0
PRV52482,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52483,No,,,,,12.0,1900.0,158.33333333333334,3.0,12.0,1900.0,3.0,3.0,0.0
PRV52484,No,,,,,2.0,230.0,115.0,2.0,2.0,230.0,2.0,0.6666666666666666,0.0
PRV52485,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV52486,No,,,,,9.0,2290.0,254.44444444444446,8.0,9.0,2290.0,8.0,1.0,0.0
PRV52487,No,,,,,14.0,3180.0,227.14285714285714,10.0,14.0,3180.0,10.0,1.2727272727272727,0.0
PRV52488,No,,,,,15.0,3130.0,208.66666666666666,9.0,15.0,3130.0,9.0,1.5,0.0
PRV52490,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52491,No,,,,,3.0,2100.0,700.0,2.0,3.0,2100.0,2.0,1.0,0.0
PRV52492,No,,,,,2.0,710.0,355.0,2.0,2.0,710.0,2.0,0.6666666666666666,0.0
PRV52493,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52494,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52495,No,7.0,63000.0,9000.0,7.0,,,,,7.0,63000.0,7.0,0.875,7.0
PRV52497,Yes,2.0,29000.0,14500.0,2.0,1.0,50.0,50.0,1.0,3.0,29050.0,3.0,0.75,1.0
PRV52499,No,5.0,88000.0,17600.0,5.0,6.0,1980.0,330.0,6.0,11.0,89980.0,11.0,0.9166666666666666,0.7142857142857143
PRV52500,No,4.0,31000.0,7750.0,4.0,14.0,2540.0,181.42857142857142,10.0,18.0,33540.0,14.0,1.2,0.26666666666666666
PRV52501,No,,,,,3.0,1030.0,343.3333333333333,2.0,3.0,1030.0,2.0,1.0,0.0
PRV52502,Yes,15.0,125000.0,8333.333333333334,9.0,8.0,6030.0,753.75,6.0,23.0,131030.0,15.0,1.4375,1.6666666666666667
PRV52503,No,3.0,34000.0,11333.333333333334,3.0,4.0,890.0,222.5,4.0,7.0,34890.0,7.0,0.875,0.6
PRV52504,Yes,8.0,61200.0,7650.0,6.0,1.0,100.0,100.0,1.0,9.0,61300.0,7.0,1.125,4.0
PRV52506,No,,,,,1.0,90.0,90.0,1.0,1.0,90.0,1.0,0.5,0.0
PRV52507,No,,,,,2.0,180.0,90.0,2.0,2.0,180.0,2.0,0.6666666666666666,0.0
PRV52508,No,2.0,23000.0,11500.0,2.0,,,,,2.0,23000.0,2.0,0.6666666666666666,2.0
PRV52509,No,3.0,31000.0,10333.333333333334,3.0,1.0,90.0,90.0,1.0,4.0,31090.0,4.0,0.8,1.5
PRV52510,No,,,,,2.0,1260.0,630.0,2.0,2.0,1260.0,2.0,0.6666666666666666,0.0
PRV52511,Yes,31.0,293000.0,9451.612903225807,24.0,6.0,1250.0,208.33333333333334,5.0,37.0,294250.0,29.0,1.2333333333333334,4.428571428571429
PRV52512,No,,,,,2.0,160.0,80.0,2.0,2.0,160.0,2.0,0.6666666666666666,0.0
PRV52513,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52514,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52515,No,,,,,2.0,1760.0,880.0,2.0,2.0,1760.0,2.0,0.6666666666666666,0.0
PRV52517,No,,,,,2.0,580.0,290.0,1.0,2.0,580.0,1.0,1.0,0.0
PRV52518,No,1.0,57000.0,57000.0,1.0,3.0,840.0,280.0,3.0,4.0,57840.0,4.0,0.8,0.25
PRV52519,No,5.0,89000.0,17800.0,5.0,3.0,530.0,176.66666666666666,3.0,8.0,89530.0,8.0,0.8888888888888888,1.25
PRV52520,No,,,,,6.0,1120.0,186.66666666666666,4.0,6.0,1120.0,4.0,1.2,0.0
PRV52521,No,,,,,8.0,1440.0,180.0,8.0,8.0,1440.0,8.0,0.8888888888888888,0.0
PRV52523,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52525,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52526,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52527,No,,,,,26.0,23000.0,884.6153846153846,8.0,26.0,23000.0,8.0,2.888888888888889,0.0
PRV52528,No,,,,,1.0,700.0,700.0,1.0,1.0,700.0,1.0,0.5,0.0
PRV52529,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV52530,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV52531,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52532,No,,,,,5.0,200.0,40.0,5.0,5.0,200.0,5.0,0.8333333333333334,0.0
PRV52533,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52535,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52536,No,1.0,14000.0,14000.0,1.0,,,,,1.0,14000.0,1.0,0.5,1.0
PRV52537,No,1.0,57000.0,57000.0,1.0,,,,,1.0,57000.0,1.0,0.5,1.0
PRV52539,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52540,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52541,No,2.0,14000.0,7000.0,2.0,,,,,2.0,14000.0,2.0,0.6666666666666666,2.0
PRV52542,No,,,,,7.0,1200.0,171.42857142857142,6.0,7.0,1200.0,6.0,1.0,0.0
PRV52543,No,,,,,16.0,4580.0,286.25,8.0,16.0,4580.0,8.0,1.7777777777777777,0.0
PRV52544,No,3.0,11000.0,3666.6666666666665,3.0,,,,,3.0,11000.0,3.0,0.75,3.0
PRV52545,No,,,,,2.0,120.0,60.0,2.0,2.0,120.0,2.0,0.6666666666666666,0.0
PRV52547,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52548,No,3.0,24000.0,8000.0,3.0,,,,,3.0,24000.0,3.0,0.75,3.0
PRV52549,No,4.0,36000.0,9000.0,3.0,3.0,600.0,200.0,2.0,7.0,36600.0,5.0,1.1666666666666667,1.0
PRV52551,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52552,No,4.0,60000.0,15000.0,4.0,1.0,70.0,70.0,1.0,5.0,60070.0,5.0,0.8333333333333334,2.0
PRV52553,No,2.0,32000.0,16000.0,2.0,1.0,90.0,90.0,1.0,3.0,32090.0,3.0,0.75,1.0
PRV52554,No,,,,,1.0,60.0,60.0,1.0,1.0,60.0,1.0,0.5,0.0
PRV52555,No,,,,,1.0,3300.0,3300.0,1.0,1.0,3300.0,1.0,0.5,0.0
PRV52556,No,32.0,319000.0,9968.75,28.0,9.0,740.0,82.22222222222223,8.0,41.0,319740.0,36.0,1.1081081081081081,3.2
PRV52557,No,,,,,2.0,150.0,75.0,2.0,2.0,150.0,2.0,0.6666666666666666,0.0
PRV52558,No,,,,,25.0,6390.0,255.6,24.0,25.0,6390.0,24.0,1.0,0.0
PRV52559,No,,,,,25.0,8040.0,321.6,16.0,25.0,8040.0,16.0,1.4705882352941178,0.0
PRV52560,No,,,,,44.0,13170.0,299.3181818181818,15.0,44.0,13170.0,15.0,2.75,0.0
PRV52561,No,,,,,16.0,18770.0,1173.125,16.0,16.0,18770.0,16.0,0.9411764705882353,0.0
PRV52562,No,5.0,62000.0,12400.0,4.0,3.0,1630.0,543.3333333333334,3.0,8.0,63630.0,7.0,1.0,1.25
PRV52563,No,,,,,22.0,8430.0,383.1818181818182,14.0,22.0,8430.0,14.0,1.4666666666666666,0.0
PRV52564,No,2.0,11000.0,5500.0,2.0,1.0,200.0,200.0,1.0,3.0,11200.0,3.0,0.75,1.0
PRV52565,No,8.0,88000.0,11000.0,8.0,9.0,1110.0,123.33333333333333,6.0,17.0,89110.0,14.0,1.1333333333333333,0.8
PRV52566,No,17.0,173400.0,10200.0,17.0,11.0,2830.0,257.27272727272725,11.0,28.0,176230.0,28.0,0.9655172413793104,1.4166666666666667
PRV52567,No,,,,,8.0,740.0,92.5,5.0,8.0,740.0,5.0,1.3333333333333333,0.0
PRV52568,No,,,,,13.0,1420.0,109.23076923076923,4.0,13.0,1420.0,4.0,2.6,0.0
PRV52570,No,6.0,49000.0,8166.666666666667,6.0,1.0,900.0,900.0,1.0,7.0,49900.0,7.0,0.875,3.0
PRV52571,No,,,,,29.0,4220.0,145.51724137931035,26.0,29.0,4220.0,26.0,1.0740740740740742,0.0
PRV52572,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52573,No,,,,,47.0,12950.0,275.531914893617,42.0,47.0,12950.0,42.0,1.0930232558139534,0.0
PRV52574,Yes,85.0,850400.0,10004.70588235294,71.0,10.0,1490.0,149.0,7.0,95.0,851890.0,78.0,1.2025316455696202,7.7272727272727275
PRV52575,No,,,,,6.0,2970.0,495.0,3.0,6.0,2970.0,3.0,1.5,0.0
PRV52576,No,2.0,35000.0,17500.0,2.0,1.0,40.0,40.0,1.0,3.0,35040.0,3.0,0.75,1.0
PRV52577,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52578,Yes,19.0,197000.0,10368.421052631578,14.0,1.0,0.0,0.0,1.0,20.0,197000.0,15.0,1.25,9.5
